,ticker,growth,price,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,priceToSalesTrailing12Months,forwardPE,fiveYearAvgDividendYield,dividendYield,profitMargins,forwardEps,bookValue,trailingEps,priceToBook,pegRatio,trailingPE,earningsQuarterlyGrowth
0,BLX,0.04866562009419151,13.34,0.09442379,0.7434,1.27,1,4.636678,5.118774,7.13,0.0743,0.65677,2.61,25.758,1.89,0.51867384,0.94,7.068783,-0.367
0,BMA,-0.2847332276809298,13.54,0.0139728105,0.2637,0.185,,,2.0239162,,,0.46327,6.69,29.03,7.14,0.46641403,-0.22,1.8963586,1.114
0,BME,0.03879614389842456,44.31,0.054434113,0.4734,2.4,2.4,99.04815,,6.32,0.0544,10.69625,,40.929,4.771,1.0794302,,9.260114,-0.701
0,BMI,0.2922829581993567,78.05000000000001,0.009466796,0.4304,0.68,0.72,5.628431,47.562126,1.11,0.01,0.111540005,1.69,11.716,1.58,6.8607035,3.18,50.873413,-0.161
0,BMO,-0.015567324666987625,61.345,0.04632437,0.6049,2.842,3.21,,8.531294,4.11,0.0523,0.20908001,7.19,48.663,6.142,1.260506,3,9.986975,-0.209
0,BNS,0.021577559338288088,42.635000000000005,0.058064517,0.64059997,2.466,2.7,,7.234296,4.59,0.0636,0.2741,5.89,38.353,5.124,1.1109952,2.6,8.315769,-0.273
0,BNY,-0.018142235123367212,13.52,0.04173462,1.0152,0.563,0.68,14.109256,,4.69,0.050300002,0.58519,,15.093,0.561,0.896442,,24.117647,
0,BOOT,0.0617242536061724,31.855,,0,,,1.1309047,19.066265,,,0.046729997,1.66,11.179,1.295,2.8312013,2.71,24.440155,
0,BPMP,-0.08592321755027421,10.17,0.13352714,0.81,1.378,1.39,7.945749,6.410257,,0.1347,1.33227,1.56,1.043,1.635,9.587728,0.65,6.116208,0.088
0,BPT,-0.1923076923076924,1.475,0.51632655,1.0287,0.759,,1.0937347,0.36842105,21.42,,0.95171,3.99,0.006,1.279,245,,1.1493354,
0,BQH,-0.0075949367088608,15.875,0.036876034,0.28100002,0.576,0.64,15.274572,,4.57,0.040700004,1.99241,,16.852,2.045,0.9304534,,7.6674814,1.371
0,BR,0.06311651709560184,143.42,0.01507643,0.5468,2.16,2.3,3.6554074,23.929884,1.68,0.0161,0.10212,5.99,11.699,3.95,12.252329,2.45,36.288605,0.253
0,BRBR,0.15392456676860333,22.72,,0,,,0.9700755,27.609756,,,0.14845,0.82,-57.78,3.272,,,6.919315,-0.918
0,BRC,-0.11294765840220378,41.925,0.020853307,0.4123,0.87,0.88,2.0132654,14.739437,2.18,0.0211,0.103920005,2.84,16.599,2.095,2.5218387,2.31,19.980907,-0.244
0,BRO,0.048618784530386705,47.485,0.0070794593,0.2161,0.335,0.34,5.3915286,29.11043,1.08,0.0072000003,0.17726,1.63,12.633,1.55,3.7560358,3.48,30.612906,0.045
0,BRT,-0.04584304584304588,12.7,0.07125506,14.6667,0.88,0.88,10.432667,-11.92233,,0.0713,0.01773,-1.03,11.369,0.021,1.0801301,,584.7619,
0,BRX,-0.13343558282208579,11.46,0.073275864,1.1972001,0.85,,3.001909,19.824562,5.74,,0.18972,0.57,9.038,0.709,1.2502766,-4.18,15.937942,-0.869
0,BSBR,-0.055749128919860724,5.415,0.043548387,1.4625,0.243,0.15,,8.212121,4.48,0.026800001,0.42181,0.66,6.414,0.792,0.8450265,1.66,6.8434343,-0.406
0,BSE,-0.005319148936170248,13.015,0.037099235,0.2859,0.486,0.63,14.570087,,4.42,0.0481,1.88133,,15.606,1.69,0.83878,,7.745562,0.708
0,BSIG,0.16863905325443795,15.809999999999999,0.013906448,0.1396,0.22,0.04,1.6694967,8.14433,2.83,0.0025,0.25679,1.94,0.904,2.279,17.477877,0.72,6.932865,-0.325
0,BSM,-0.050304878048780366,6.14,0.13975155,1.4933,0.9,0.6,3.5742607,12.979167,8.76,0.0932,0.49398,0.48,3.753,0.761,1.6600053,1.3,8.186597,
0,BSX,-0.07328833172613303,38.53,,0,,,5.414488,23.017963,,,0.39234,1.67,10.926,2.825,3.5182135,4.69,13.607079,
0,BTI,0.017014925373134426,34.075,0.055171393,0.5602,1.867,2.71,,8.581863,4.94,0.08,0.24431999,3.97,36.102,22.156,0.943715,,1.5377324,0.229
0,BTZ,0.01380813953488369,13.934999999999999,0.108555,0.4107,1.51,1.01,11.980171,,6.78,0.072399996,1.6386701,,14.539,2.015,0.9594883,,6.9230766,
0,BUD,-0.051676933607118336,55.285,0.009996359,,0.549,1.45,2.285675,17.21118,3.47,0.0253,0.02544,3.22,30.472,0.611,1.8187188,2.78,90.70376,-0.859
0,BWA,-0.08034228666508203,38.435,0.017342515,0.3148,0.68,0.68,1.0801252,11.149856,1.56,0.0173,0.050819997,3.47,22.248,2.161,1.7390327,4.61,17.903748,
0,BWXT,-0.01025115325474113,57.995000000000005,0.012222034,0.25,0.72,0.76,2.6875436,18.62701,1.01,0.0128999995,0.13438,3.11,5.053,2.88,11.464477,2.25,20.114582,0.091
0,BX,0.05265144366861674,55.62,0.033574007,1.7589,1.86,1.86,12.935113,19.168385,6.28,0.0336,0.25623,2.91,8.115,0.222,6.8736906,2.38,251.26125,0.858
0,BXG,-0.09417808219178081,5.155,0.08301159,1.4333,0.43,,0.70446026,9.618181,,,0.04088,0.55,5.327,0.301,0.9930542,-2.38,17.57475,
0,BXMT,-0.024968260685569232,22.985,0.10726643,2.8182,2.48,2.48,14.0424595,10.568808,8.14,0.1073,0.49202,2.18,26.504,0.869,0.8693028,-1.99,26.513233,-0.767
0,BXP,-0.10487495678229797,77.58500000000001,0.04893082,0.5966,3.89,3.92,4.2316737,33.192307,2.65,0.0493,0.35824,2.34,38.44,6.525,2.0205514,1.9,11.903448,0.612
0,BXS,-0.008130081300812941,21.950000000000003,0.033636365,0.36270002,0.74,0.74,2.4301908,13.071428,2.03,0.0336,0.23200001,1.68,25.015,2.036,0.87787324,2.42,10.785854,0.153
0,BY,0.02274509803921565,13.015,0.006891271,0.081099994,0.09,0.12,2.1951716,12.784314,,0.0095,0.18976,1.02,20.071,1.109,0.6496936,1.62,11.758341,-0.308
0,BYM,0.017908309455587412,14.11,0.04154386,0.2868,0.592,0.7,14.472454,,5.1,0.048800003,2.08617,,16.093,2.048,0.88299257,,6.938476,1.518
0,BZM,0.021739130434782483,12.445,0.034863036,0.28030002,0.49,0.55,15.395341,,3.87,0.039300002,1.87071,,15.91,1.714,0.8862351,,8.226372,2.778
0,CABO,-0.01627091452078855,920.35,0.0048958007,0.2214,9,10,8.71888,37.9705,,0.0054,0.18776,47.8,219.864,40.665,8.255057,2.38,44.63273,0.718
0,CAE,0.05789473684210522,16.165,0.017662007,0.6471,0.278,,,16.926315,1.54,,0.0416,0.95,6.226,1.0,2.5827177,3.55,16.08,
0,CAG,0.021007271747912615,37.9,0.022492724,0.41869998,0.85,1.1,1.6327577,14.637066,2.55,0.0291,0.087749995,2.59,16.625,2.03,2.2803009,2.12,18.674877,0.893
0,CAJ,-0.03665241295051935,15.74,0.08911392,1.7811,1.408,0.75,,16.257732,4.94,0.0477,0.02207,0.97,23.909,1.982,0.6595843,36.95,7.9566097,
0,CANG,0.1589147286821706,5.515000000000001,,0,,,,15.333334,,,0.20049,0.39,5.253,0.114,1.1383971,14,52.45614,-0.233
0,CAPL,-0.09520725388601026,14.375,0.13565892,0.8714,2.1,2.1,0.29789433,21.828125,11.56,0.1357,0.04995,0.64,3.13,2.468,4.4632587,3.38,5.6604543,-0.188
0,CAT,0.138817654204346,168.825,0.024963645,0.55009997,4.12,4.12,1.9637105,23.148148,2.99,0.025,0.08901,7.29,25.363,7.487,6.6533923,-9.96,22.539068,-0.717
0,CBD,-0.013479359730412699,11.785,0.0065868264,0.4097,0.077,0.15,,10.943925,,0.0128999995,0.0063099996,1.07,10.645,1.082,1.1000469,0.73,10.822551,-0.201
0,CBT,0.06699558556219176,41.075,0.034229826,1.2281,1.4,1.4,0.8339335,14.833935,2.59,0.0342,0.02408,2.77,16.472,1.141,2.4945362,3.89,36.012268,
0,CBU,-0.07535904469904797,57.35,0.028561477,0.5467,1.64,1.68,5.3639874,20.76087,2.52,0.0293,0.27541,2.76,38.893,3.0,1.4732728,2.3,19.1,-0.217
0,CBZ,-0.0004164931278634043,24.17,,0,,,1.3708609,16.216215,,,0.07831,1.48,12.83,1.344,1.8706157,1.24,17.857143,0.294
0,CCEP,-0.13576905728461897,38.435,0.0299792,0.4052,1.153,,,14.352059,2.58,,0.06406,2.67,16.466,1.701,2.3272197,,22.527925,-0.752
0,CCI,0.047248541130702204,165.55,0.028101582,2.7154999,4.725,4.8,12.1412,61.58671,3.56,0.028499998,0.14508,2.71,23.564,1.738,7.082838,4.48,96.029915,-0.074
0,CCS,0.2681780481061653,46.0,,0,,,0.5538797,8.22043,,,0.05248,5.58,33.867,4.434,1.3544158,1.15,10.34506,1.481
0,CCU,-0.09286775631500743,12.185,0.03180328,1.0088,0.388,0.63,,16.28,2.48,0.051599998,0.05148,0.75,10.222,2.53,1.1944824,12.42,4.826087,
0,CDAY,0.23850812001101018,90.25999999999999,,0,,,15.761757,163.61818,,,0.08971,0.55,13.526,0.496,6.6531124,11.49,181.43146,-0.127
0,CE,0.13109813524204172,119.955,0.020753138,0.4601,2.48,2.48,2.5051575,13.226872,1.98,0.0208,0.111269996,9.08,21.025,5.236,5.7122474,9.97,22.937357,-0.488
0,CEA,0.005755395683453068,20.53,0.0003889159,,0.008,0.35,,524.25,,0.0167,-0.0836,0.04,30.4,1.55,0.68980265,,13.529033,
0,CEIX,-0.11802575107296132,4.140000000000001,,0,,,0.10010878,-3.3688524,,,0.0025,-1.22,16.408,0.102,0.25048757,,40.29412,
0,CELP,-0.048458149779735615,2.175,0.29032257,3.5,0.63,,0.082322225,14.4,15.52,,0.02479,0.15,2.218,0.315,0.97385037,,6.8571434,
0,CEO,-0.12256189047261823,102.41499999999999,0.0007920583,0.77589995,0.075,8.38,,8.919924,5.22,0.0884,0.2074,10.49,134.8,11.5,0.6941394,,8.136521,-0.657
0,CEPU,-0.0934959349593496,2.21,0.011764706,0.128,0.026,0.24,,1.5273973,,0.104499996,0.24945,1.46,5.72,4.64,0.38986015,0.05,0.48060346,0.327
0,CF,-0.11754068716094024,29.275,0.04045853,0.6818,1.2,1.2,1.4693587,19.137257,3.41,0.0405,0.088690005,1.53,13.433,1.744,2.1797068,-3.74,16.788992,-0.329
0,CFG,-0.027412280701754388,26.725,0.05376344,0.6,1.5,1.56,2.1005955,10.195403,2.74,0.0559,0.21934,2.61,47.919,2.523,0.5553121,-1.5,10.546968,-0.442
0,CFR,-0.04783693843594017,68.84,0.041219156,0.5126,2.84,2.84,3.4430325,16.195755,2.92,0.041199997,0.29055,4.24,63.967,5.558,1.0735223,1.43,12.355164,-0.166
0,CHA,-0.06359447004608287,29.9,0.00048092337,0.4609,0.015,1.61,,7.2918663,3.17,0.0517,0.054229997,4.18,62.9,3.5,0.48457867,,8.708571,0.022
0,CHCT,0.01746632996633002,48.459999999999994,0.034253575,2.8707001,1.675,1.68,15.854178,50.894737,5.01,0.0343,0.19458,0.95,17.834,0.585,2.7111137,,82.649574,1.191
0,CHD,-0.0011789924973204524,92.75999999999999,0.009884332,0.32689998,0.94,0.96,5.0177455,31.063334,1.4,0.010199999,0.15702,3,12.142,2.859,7.6750126,3.54,32.595314,0.37
0,CHGG,0.24212540476891387,84.785,,0,,,21.507607,56.26,,,0.00321,1.5,4.015,0.013,21.01868,2.69,6491.538,
0,CHH,-0.11091305208952273,89.785,0.0074012247,0.2173,0.665,,5.239312,25.651428,1.24,,0.1807,3.5,-0.776,3.066,,-27.71,29.282452,
0,CHL,-0.06024447031431901,32.285,0.013454995,0.5774,0.435,1.97,,,4.04,0.061100002,0.14248,,38.295,4.35,0.8431911,,7.422989,-0.003
0,CHN,0.04568138195777349,27.18,0.051392496,0.12109999,1.384,0.13,61.138466,,1.66,0.0049,2.48028,,23.435,1.105,1.162364,,24.651583,-0.685
0,CHU,-0.00727802037845704,6.8149999999999995,0.0011510792,0.3722,0.008,0.21,,11.180327,,0.03,0.04062,0.61,15.35,0.32,0.44429967,,21.312502,0.375
0,CI,-0.003975141369464197,178.96,0.00022621873,0.0028,0.04,0.04,0.42246318,8.690767,0.02,0.0002,0.03404,20.47,128.642,14.042,1.3829076,0.86,12.669135,0.246
0,CIA,-0.04404567699836859,5.93,,0,,,1.2087265,,,,0.00973,0,5.755,0.047,1.018245,,124.680855,
0,CIG,-0.03591226801638947,1.9749999999999999,0.067,0.5057,0.134,0.06,,5.882353,5.38,0.0307,0.04916,0.34,2.702,0.213,0.7401925,,9.389671,-0.506
0,CII,0.03527106466361851,15.875,0.06473186,2.8644,1.026,1.05,48.747105,,7.09,0.066199996,1.09459,,16.066,0.356,0.98655546,,44.522472,
0,CINR,0.19707317073170727,12.365,0.08044164,0.5528,1.02,,0.53518265,4.830709,9.17,,0.06487,2.54,7.876,1.455,1.5578974,,8.43299,
0,CKH,0.0,31.195,,0,,,0.83847535,18.174417,,,0.01825,1.72,40.399,0.699,0.7737816,0.53,44.72103,-0.458
0,CL,0.040150239606268734,79.755,0.021703675,0.5786,1.73,1.76,4.3206244,25.576431,2.33,0.0221,0.16132,3.14,0.313,2.99,256.58148,4.64,26.859531,0.084
0,CLGX,0.03147590361445762,69.535,0.011211415,0.2167,0.77,1.32,3.0141978,17.208542,,0.0191,0.08088,3.98,12.612,1.807,5.430542,1.9,37.9026,
0,CLH,0.023349015507928117,59.025,,0,,,0.98090655,33.56,,,0.030350002,1.75,22.548,1.81,2.6046655,106.4,32.447514,-0.199
0,CLW,0.22467095194367914,39.989999999999995,,0,,,0.3605229,14.187943,,,0.013099999,2.82,28.411,1.449,1.4082574,1.65,27.612144,
0,CLX,0.011622435535479037,216.125,0.019645557,0.5761,4.29,4.44,4.0315824,27.248417,2.44,0.020299999,0.13971,7.89,7.195,7.36,29.880472,7.35,29.210598,0.286
0,CM,-0.025813835198372326,76.64500000000001,0.052542374,0.67440003,3.999,4.37,,7.930642,4.94,0.0574,0.24274999,9.66,55.498,8.758,1.3804101,2.96,8.747431,-0.159
0,CMA,0.022816486751717324,41.695,0.064639695,0.65059996,2.7,2.72,2.2929335,11.612813,2.73,0.0651,0.2409,3.59,53.272,4.202,0.78258747,-0.68,9.921465,-0.621
0,CMC,0.041927710843373545,22.095,0.021515016,0.1943,0.48,0.48,0.45884266,10.495147,2.63,0.0215,0.05311,2.06,15.122,2.481,1.4297051,-1.95,8.714229,-0.215
0,CMCM,-0.025125628140703515,1.9449999999999998,,0,,,,11.411765,,,-0.11429,0.17,5.335,1.535,0.36363637,-35.83,1.2638437,2.992
0,CMD,-0.0957202904088652,47.315,0.0022639066,0.32810003,0.105,,1.9640324,20.400864,0.22,,0.01349,2.32,17.475,0.32,2.7084408,12.04,147.90627,
0,CMG,0.01975291726610484,1337.5900000000001,,0,,,6.6675143,62.89578,,,0.045479998,21.3,60.953,9.024,21.978903,5.21,148.45744,-0.91
0,CMI,0.09023292229399105,220.005,0.023573836,0.4641,5.244,5.4,1.628097,18.582153,2.95,0.024300002,0.08457,11.99,48.734,11.284,4.571757,-2.41,19.74477,-0.591
0,CMP,0.06464995678478824,59.175,0.04651914,1.0323,2.88,2.88,1.4186765,17.800577,4.6,0.0465,0.06351,3.46,10.129,2.789,6.080561,0.9,22.083183,
0,CMS,0.058709049626986864,65.31,0.024394011,0.5985,1.58,1.63,2.8111346,22.905264,2.77,0.0252,0.11327,2.85,18.212,2.64,3.5844498,3.44,24.727272,0.462
0,CNA,-0.0627732667083073,30.105,0.048273552,0.8372,1.44,1.48,0.77423173,7.694872,2.92,0.0496,0.04468,3.9,42.911,1.72,0.69935447,2.56,17.447674,-0.457
0,CNC,0.10960281548516826,66.44999999999999,,0,,,0.44342783,11.514783,,,0.01798,5.75,43.249,3.144,1.5309024,0.98,21.05916,1.436
0,CNF,-0.0955056179775281,2.915,,0,,,,,,,0.20271,,6.264,1.864,0.5140485,,1.7274679,-0.843
0,CNHI,0.032687651331719136,8.495000000000001,0.024729893,0,0.206,,0.45933643,16.403847,,,0.041279998,0.52,4.347,0.76,1.9622728,-16.19,11.223684,-0.155
0,CNI,0.08491023774866568,120.975,0.012003593,0.4406,1.336,1.72,,23.340294,1.65,0.0154,0.25579,4.79,18.142,5.873,6.162496,8.38,19.036268,-0.6
0,CNMD,-0.03247362250879249,82.715,0.009497804,,0.8,0.8,2.709557,27.51,1.38,0.0095,0.0005,3,23.627,0.015,3.4930375,5.74,5502.0,
0,CNNE,0.12015721504772614,39.91,,0,,,4.5087934,190.00002,,,1.4717101,0.21,34.017,15.591,1.172943,,2.5591688,19.312
0,CNO,0.06355685131195332,18.73,0.024443237,0.1822,0.45,0.48,0.6903522,8.854369,2,0.026099999,0.1017,2.06,33.384,2.552,0.54636955,0.87,7.147335,1.181
0,CNQ,-0.09231562661165549,17.89,0.05356348,53.3333,0.962,1.28,,9.462366,3.48,0.0712,0.0016500001,1.86,20.706,2.308,0.8499952,5.91,7.62565,
0,CNS,-0.015469061876247525,46.31,0.025227044,0.6073,1.5,1.56,6.818776,20.695805,2.78,0.026199998,0.28895,2.86,4.47,2.47,13.2416115,19.15,23.963562,-0.09
0,COG,0.04200763775231886,19.22,0.020030817,0.4937,0.39,0.4,4.942317,10.977012,1,0.020499999,0.20877,1.74,5.434,0.786,3.5149062,1.25,24.300255,-0.832
0,COLD,-0.011399787910922554,37.345,0.02185501,1.5517,0.82,0.84,3.959209,65.42106,,0.0222,0.054250002,0.57,10.466,0.51,3.562966,7.23,73.11765,5.678
0,COP,-0.04658385093167694,33.735,0.044752646,0.7625,1.565,1.72,1.4430554,47.56338,2.91,0.0498,0.09151,0.71,29.362,2.095,1.1501261,16.51,16.119331,-0.835
0,COR,0.09482161413231727,126.695,0.03848277,2.4772,4.88,4.88,9.132391,65.507774,3.42,0.0385,0.12765001,1.93,2.689,1.971,47.01748,-14.46,64.1451,0.058
0,CP,0.12216085605799099,325.895,0.0056130304,0.19629999,1.823,2.84,,21.818121,0.92,0.0087,0.29506,14.9,37.576,12.458,8.651533,4.79,26.094877,-0.123
0,CPB,0.035986452159187055,48.96,0.028478438,0.71790004,1.4,1.4,1.702122,16.367893,2.89,0.028499998,0.18732001,2.99,8.487,5.358,5.7664657,1.92,9.134006,
0,CPK,0.09543310995284182,88.28,0.018734436,0.4321,1.655,1.69,3.0692964,19.703125,1.75,0.0191,0.14351,4.48,36.035,4.132,2.4495628,4.57,21.362535,0.319
0,CPT,-0.0017327268789256722,93.5,0.03450831,1.63,3.26,3.32,8.452067,74.33871,3.38,0.035099998,0.18675,1.24,33.116,1.995,2.7835486,23.4,46.205513,-0.611
0,CR,-0.04540673211781199,54.775,0.030477606,2.4847999,1.64,1.72,1.0239794,10.955735,2.01,0.032,0.012150001,4.97,24.491,0.627,2.223266,-6.08,86.84211,-0.837
0,CRH,0.05045242665204297,36.5,0.025191445,0.4374,0.954,0.91,1.0813904,212.83333,2.35,0.024,0.07165,0.18,23.279,2.488,1.6456894,,15.397911,-0.322
0,CRI,0.0029662588060810346,79.46000000000001,0.019090801,0.6426,1.6,,1.1020128,12.860539,1.65,,0.03575,6.31,16.804,2.577,4.829207,16.96,31.490107,-0.814
0,CRK,0.08015267175572527,5.515000000000001,0.022045854,0,0.125,,1.4796396,7.5466666,,,0.060760003,0.75,5.665,0.049,0.9991174,1.54,115.5102,
0,CRL,0.17420836591086797,240.695,,0,,,4.3428283,28.470379,,,0.09872,8.44,35.294,5.436,6.8082395,2.99,44.203457,0.542
0,CRS,-0.14325452016689844,18.5,0.043243244,40,0.8,0.8,0.4062431,16.210526,2.01,0.0432,0.00068999996,1.14,30.213,0.02,0.6116572,-0.66,924.0,
0,CRT,-0.04269293924466333,5.63,0.15471046,1,0.895,0.38,5.7942495,,9.16,0.0665,0.88984,,1.289,0.895,4.522886,,6.5139666,-0.355
0,CSL,0.004464985116716225,128.225,0.015658028,0.2994,2,2.1,1.6108117,17.78502,1.31,0.0164,0.08432,7.21,46.401,6.656,2.7635179,1.57,19.265324,-0.507
0,CSTM,0.10701107011070099,9.025,,0,,,,11.111111,,,-0.0083,0.81,-0.432,1.446,,-0.21,6.2240663,
0,CSV,0.08577878103837477,23.244999999999997,0.012578617,1.0345,0.3,0.35,1.4758719,11.291079,1.04,0.0147,0.01829,2.13,12.741,0.289,1.8876069,1.02,83.21799,0.316
0,CTB,0.01555869872701554,36.760000000000005,0.01172202,0.336,0.42,0.42,0.727547,12.169492,1.34,0.0117,0.0253,2.95,23.443,1.25,1.531374,-37.62,28.720001,
0,CTLT,0.10065515187611673,92.615,,0,,,4.9124923,33.118282,,,0.07132,2.79,17.807,1.14,5.188971,3.32,81.052635,1.169
0,CTS,0.2267746545974274,25.735,0.0063141277,0.24239999,0.16,0.16,1.9879465,23.198198,0.68,0.0063,0.05132,1.11,12.424,0.659,2.0726016,3.02,39.074356,-0.593
0,CUBE,0.08446694084150597,34.345,0.03756811,1.5976,1.31,1.32,9.901814,43.94872,3.67,0.0379,0.23943001,0.78,9.089,0.82,3.771592,7.59,41.80488,-0.221
0,CUBI,-0.0023346303501945442,12.77,,0,,,1.120368,4.4206896,,,0.22298001,2.9,25.083,2.089,0.5111031,0.36,6.1369076,1.444
0,CURO,0.013767209011263937,8.1,0.013381994,0.041500002,0.11,0.22,0.31157938,4.0909095,,0.0273,0.10912,1.98,2.273,2.687,3.5635726,0.18,3.0145144,0.311
0,CVI,-0.2509481668773704,12.085,0.15797788,3.9285998,2,,0.23840152,-118.5,8.71,,0.01421,-0.1,11.738,0.706,1.0095417,0.2,16.784704,
0,CVS,-0.010790172642762275,59.59,0.03371544,0.318,2,2,0.29654512,7.9136786,2.63,0.0337,0.031400003,7.53,52.044,6.293,1.1449927,1.28,9.469252,0.537
0,CW,-0.027306495331793967,96.8,0.007060534,0.114300005,0.68,0.68,1.6633004,13.005369,0.56,0.0070999996,0.10516,7.45,41.219,5.966,2.3506148,1.69,16.240362,-0.613
0,CWEN,0.24142259414225964,29.740000000000002,0.027600136,1.7480999,0.82,1.25,5.074738,,5.55,0.0421,0.045619998,,16.163,0.464,1.835674,,63.943966,
0,CWT,0.008500435919790661,46.265,0.017939182,1.0123,0.82,0.85,3.2171257,27.217646,1.88,0.0186,0.05452,1.7,15.831,0.799,2.9227464,2.66,57.909885,-0.689
0,CXW,-0.18229715489989462,7.76,0.16624686,1.082,1.32,,0.4712194,5.388889,9.26,,0.073709995,1.44,11.551,1.218,0.67180336,1.5,6.3711,-0.543
0,CYD,0.16364734299516925,19.34,0.03546169,0.42259997,0.722,0.85,,6.1174603,6,0.0417,0.029849999,3.15,31.054,3.412,0.620532,4.56,5.647714,0.664
0,CZZ,-0.15792474344355756,14.745000000000001,0.004953146,0.0851,0.074,0.11,,12.411764,,0.0075,0.08366,1.19,6.129,0.552,2.409855,6.3,26.757248,-0.511
0,D,0.03786333503314632,81.36500000000001,0.045972034,5.7153997,3.715,3.76,4.0651097,21.090675,4.16,0.0465,0.032390002,3.86,31.529,0.564,2.5820675,8.43,144.34398,
0,DAN,0.045422781271837964,14.475,0.020380436,0.5455,0.3,,0.30209166,7.8736844,1.87,,0.01118,1.9,11.379,0.555,1.3147025,-8.36,26.954954,
0,DAR,0.2995027785902311,44.265,,0,,,2.1145883,23.507936,,,0.12321,1.89,16.259,2.504,2.7326403,-1.01,17.74361,1.492
0,DAVA,0.25414577709217134,65.38,,0,,,,0.50884056,,,0.06101,127.82,3.75,0.419,17.344,4.87,155.22673,-0.258
0,DCI,0.07237534188933292,50.3,0.016435139,0.42,0.84,0.84,2.495315,21.415966,1.69,0.0164,0.09954,2.38,7.813,2.0,6.5237427,2.52,25.485,0.103
0,DCO,-0.0545600427921904,41.0,,0,,,0.5996009,14.027778,,,0.04383,2.52,26.5,2.549,1.3339622,46.29,13.868183,-0.349
0,DE,0.1397777988794986,240.025,0.0127602415,0.3543,3.04,3.04,2.10849,23.171816,2.09,0.0127,0.076069996,10.36,41.126,8.578,5.8371835,3.73,27.985544,-0.098
0,DEA,-0.06405394016013488,23.689999999999998,0.04614019,11.5556,1.04,1.04,7.4642124,96.56521,4.69,0.0461,0.03097,0.23,14.253,0.094,1.5582683,,236.2766,-0.35
0,DECK,0.33103308301197476,240.415,,0,,,3.436423,22.890053,,,0.13442001,11.46,40.597,10.122,6.461561,1.63,25.915829,
0,DEI,-0.11595783351508548,27.16,0.044194456,0.582,1.1,1.12,4.5159545,97.28,2.67,0.045,0.34941003,0.25,14.147,1.872,1.7190924,12.39,12.991453,-0.94
0,DELL,0.08507347254447017,70.225,,0,,,0.5724455,10.33137,,,0.02293,6.79,-0.562,2.764,,2.9,25.379885,-0.693
0,DFIN,0.2530009233610342,13.55,,0,,,0.5332353,11.5,,,0.02846,1.18,8.0,0.712,1.69625,0.89,19.058989,
0,DFS,0.1463585434173671,65.805,0.027248802,0.5552,1.76,1.76,3.3972993,10.913334,2.19,0.0272,0.17762,6,28.024,3.236,2.3365688,53.69,20.234858,
0,DG,0.13470494907620667,221.725,0.0061022122,0.1478,1.36,1.44,1.7650347,22.64658,1.06,0.0064999997,0.07477,9.79,29.539,9.187,7.505671,1.46,24.133015,0.846
0,DGX,0.10936778957083537,119.03999999999999,0.018452683,0.39560002,2.18,2.24,2.1435695,13.355556,1.94,0.019,0.09985,9,43.515,5.515,2.762266,1.15,21.795105,-0.181
0,DHI,0.12985490253554155,77.29499999999999,0.008563817,0.1223,0.675,0.7,1.4795941,11.370206,1.12,0.0089,0.10818,6.78,30.382,5.522,2.5373576,0.71,13.960522,0.328
0,DHX,-0.1433962264150943,2.33,,0,,,0.8267813,11.349999,,,0.022119999,0.2,3.06,0.058,0.74183005,-3.17,39.13793,-0.392
0,DKL,-0.14674593241551948,27.77,0.12723693,1.0339,3.555,3.6,2.1256511,6.4774346,10.05,0.1288,0.15779,4.21,-2.551,3.418,,-2.82,7.97835,1.069
0,DKS,0.126007326007326,61.465,0.018636003,0.3891,1.175,1.25,0.63575834,14.133333,2.1,0.0198,0.030269999,4.35,22.938,3.009,2.6802685,2.06,20.432037,1.46
0,DL,-0.002169197396963307,9.245,,0,,,1.4632465,20,,,0.090900004,0.46,1.905,0.574,4.8293962,-3.68,16.027874,-0.681
0,DLB,0.037784133674544584,63.085,0.012696581,0.35119998,0.88,0.88,5.83055,22.383118,1.08,0.0127,0.20888,3.08,24.178,2.416,2.8513527,1.45,28.534771,0.7
0,DLNG,-0.1149825783972126,2.495,0,0,0,,0.6599497,3.6811595,,,0.1034,0.69,5.478,0.073,0.46367285,3.44,34.79452,5.865
0,DLR,0.09468277106761058,156.375,0.02808451,1.5827,4.4,4.48,13.259461,108.013695,3.47,0.0286,0.21162,1.46,57.937,2.72,2.721922,6.02,57.97794,0.244
0,DMB,0.010355029585798814,13.64,0.046559297,0.32619998,0.636,0.64,14.517489,,5.14,0.0466,2.06798,,15.056,1.946,0.9072795,,7.0195274,106.917
0,DOC,-0.04457572502685292,17.835,0.05085683,2,0.92,0.92,8.588345,49.416668,5.13,0.0509,0.20568001,0.36,12.846,0.449,1.384867,5.78,39.621384,1.553
0,DOOR,0.12497280835327396,103.875,,0,,,1.1868027,14.506311,,,0.03769,7.13,25.966,3.204,3.983286,0.36,32.281525,0.402
0,DOV,0.040594781974092164,114.025,0.017208077,0.42520002,1.96,1.98,2.4308083,19.107203,2.16,0.0174,0.09994,5.97,21.46,4.613,5.3154707,10.52,24.727943,-0.37
0,DPZ,0.04826011651708395,398.2,0.0074407724,0.2617,2.99,3.12,4.023907,31.037298,0.88,0.0078,0.11984,12.87,-81.527,11.685,,2.18,34.184853,0.148
