,ticker,growth,price,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,priceToSalesTrailing12Months,forwardPE,fiveYearAvgDividendYield,dividendYield,profitMargins,forwardEps,bookValue,trailingEps,priceToBook,pegRatio,trailingPE,earningsQuarterlyGrowth
0,DRH,-0.15025906735751293,3.6850000000000005,0.049603175,1.3889,0.25,,1.4691108,-13.2972975,5.04,,0.05723,-0.37,9.014,0.185,0.5458176,0.47,26.594595,
0,DSSI,-0.10878112712975097,5.96,,0,,,0.38134682,2.3050847,,,0.12617,2.95,31.661,2.27,0.21477528,,2.9955947,
0,DTE,0.012905416878926879,120.15,0.03376293,0.6291,3.982,4.05,1.935922,16.779184,3.17,0.0343,0.101330005,7.11,60.856,6.331,1.9603655,3.01,18.843786,0.522
0,DUC,0.00328947368421062,9.335,0.0523446,0.8839,0.48,0.6,19.790764,,5.84,0.0654,1.21585,,9.419,0.562,0.9714407,,16.28114,-0.763
0,DVA,0.042729152308752516,91.25999999999999,,0,,,0.9609753,12.136363,,,0.07197,7.48,17.657,6.223,5.141304,1.17,14.587819,-0.263
0,DY,0.15024841528182287,68.12,,0,,,0.65573883,20.595093,,,0.00541,3.26,27.444,0.55,2.4464364,1.17,122.07272,0.238
0,E,-0.14358108108108114,14.21,0.06320318,,0.955,0.57,,4.4086957,6.33,0.0364,-0.15609,3.45,32.522,3.712,0.46768343,,4.097522,
0,EAF,0.07424242424242422,7.470000000000001,0.03585927,0.1312,0.265,0.04,1.3203274,3.7712767,,0.0054,0.39438,1.88,-2.151,2.034,,-1.19,3.4857426,-0.528
0,EARN,0.016289592760180938,11.215,0.09973286,0.77239996,1.12,1.12,-11.352187,9.765217,12.93,0.099700004,0.0,1.15,12.799,1.453,0.87741226,-1.09,7.728837,
0,EAT,0.03174255691768835,47.325,0.023370234,1.8095,1.14,,0.69321746,13.6213875,3.62,,0.00792,3.46,-10.647,0.63,,2.63,74.809525,
0,EBF,-0.05129650507328076,16.78,0.053160068,0.7895,0.9,0.9,1.105721,10.928572,4.18,0.053200003,0.07486,1.54,11.335,1.14,1.4847816,3.42,14.763158,-0.326
0,EBS,-0.056308455812177916,98.22999999999999,,0,,,4.155653,11.985455,,,0.13523,8.25,22.662,3.191,4.363251,1.7,30.98715,
0,EC,-0.16508210890233366,9.515,0.0030864195,0.8642,0.03,0.89,,9.564357,,0.0913,0.11941,1.01,8.82,2.14,1.0952381,-1.7,4.5140185,-0.993
0,ECOM,0.24516574585635365,17.9,,0,,,3.80482,17.851486,,,0.11875,1.01,3.992,0.545,4.516533,2.26,33.08257,
0,ED,0.11856516976998899,81.425,0.036824077,0.7525,3.01,3.06,2.2274354,18.115297,3.56,0.0374,0.10857,4.51,54.566,3.993,1.4972693,7.31,20.460806,0.25
0,EDN,-0.08333333333333337,3.375,,0,,,,0.5272727,,,-0.06519,6.05,1.98,1.76,1.6111112,,1.8125,
0,EDU,0.10456159153325761,165.305,,0,,,7.5108414,31.529634,,,0.10849,5.23,19.034,2.37,8.663444,1.47,69.57806,-0.164
0,EEA,-0.034663865546218475,9.305,0.039010987,3.012,0.355,0.15,42.191063,,1.16,0.0165,0.17136,,9.927,0.037,0.925758,,248.37836,
0,EFX,-0.01833042851132871,161.265,0.009607093,0.6367,1.56,1.56,5.329712,26.1344,1.16,0.0095999995,0.08027001,6.25,22.174,2.453,7.366285,4.04,66.587845,0.436
0,EGF,-0.007639419404125269,13.370000000000001,0.038051043,1.23,0.492,0.49,24.075476,,3.91,0.0381,0.72769,,13.515,0.393,0.9611542,,33.053432,-0.442
0,EHC,0.03356112376613529,64.735,0.016443988,0.38889998,1.12,1.12,1.4706969,17.100502,1.9,0.0164,0.062080003,3.98,14.716,2.873,4.624898,3.48,23.689524,-0.633
0,EIG,-0.043371270378344984,31.13,0.030254265,0.3369,0.94,1,1.2142566,16.72043,1.62,0.0322,0.11898,1.86,38.934,2.814,0.7987877,1.55,11.051884,0.464
0,EIX,0.12572646261139098,58.65,0.0444464,0.8198,2.525,2.55,1.7599634,12.827814,3.34,0.044899996,0.08928,4.53,37.686,3.086,1.5419519,9.02,18.830202,-0.189
0,EL,0.03658310979557866,224.525,0.0062646475,0.7473,1.39,1.92,5.6637278,36.742626,1.13,0.0087,0.047849998,6.1,10.915,1.86,20.534128,3.26,120.5,
0,ELF,0.10110005238344688,21.035,,0,,,3.7069623,30.028572,,,0.05455,0.7,4.905,0.31,4.285423,4.63,67.80645,-0.592
0,ELP,-0.029313232830820768,11.22,0.002003339,0.1543,0.024,0.54,,9.272,3.34,0.0454,0.18642001,1.25,15.608,1.066,0.74256796,1.89,10.87242,3.603
0,ELS,-0.020996168582375407,61.81,0.020071186,1.0217,1.297,1.37,10.878555,46.97059,2.1,0.0212,0.21736,1.36,6.788,1.277,9.410725,4.68,50.023495,-0.005
0,ELVT,0.2589285714285712,2.8200000000000003,,0,,,0.16042905,17.625,,,0.02329,0.16,3.717,0.386,0.75867635,0.21,7.3056993,0.482
0,EME,-0.015603424468378813,71.405,0.0044736476,0.11270001,0.32,0.32,0.43464845,13.080734,0.48,0.0045,0.01785,5.45,35.404,2.871,2.0136144,0.83,24.83107,
0,EMF,0.014838709677419404,16.03,0.073214285,0.8954,1.148,0.6,32.223675,,3.37,0.0383,1.36129,,15.937,0.665,0.9870176,,23.654284,2.953
0,EMN,0.10487991824220733,87.23,0.030186927,0.6147,2.6,2.64,1.3463395,12.37339,2.79,0.0307,0.066360004,6.99,44.501,4.22,1.9435518,4.57,20.49526,-0.895
0,EMR,0.01064135749209072,69.42,0.028600171,0.62189996,1.99,2,2.4420726,20.549707,3.16,0.028800001,0.11391,3.42,13.104,3.207,5.363248,19.64,21.914562,-0.339
0,ENB,-0.06744775174160855,29.545,0.06737274,3.2935998,1.972,2.48,,14.949239,5.26,0.0844,0.052259997,1.97,22.225,0.726,1.3250843,4.59,40.56474,-0.05
0,ENBL,-0.06666666666666665,4.62,0.20753136,1.9279,0.992,0.66,0.7758732,7.965517,12.15,0.1383,0.11801,0.58,15.91,0.603,0.2903834,-0.33,7.6616917,-0.645
0,ENIA,-0.08953168044077131,6.470000000000001,0.0014018691,0.5548,0.009,0.53,0.8089217,8.2625,4,0.082399994,0.108219996,0.8,5.2,0.9,1.2711539,1.63,7.3444448,-0.737
0,ENIC,-0.05978260869565222,3.4450000000000003,0.0011695906,,0.004,0.26,,0.010192959,,0.0777,-0.0311,339.45,3.85,0.4,0.8987013,,8.65,
0,ENS,0.05055857920366669,73.495,0.009544587,0.24219999,0.7,0.7,1.0342417,13.240072,1.03,0.0095,0.041050002,5.54,32.065,2.888,2.287541,1.56,25.3982,-0.277
0,ENVA,-0.03529411764705892,17.16,,0,,,0.7363894,4.438144,,,0.03612,3.88,15.82,0.907,1.0884956,,18.985666,0.916
0,EOG,-0.12385858112854131,37.504999999999995,0.03479517,2.0625,1.325,1.5,1.6514907,18.616915,1.07,0.0394,0.026689999,2.01,35.015,0.609,1.0686848,-16.57,61.444984,
0,EOS,0.02680965147453085,19.18,0.06180302,0.5725,1.186,1.19,130.28287,,7.11,0.0618,13.86536,,17.549,2.039,1.0912303,,9.391858,-0.783
0,EPAM,0.1083465064811886,352.39,,0,,,7.8176513,48.758,,,0.11727,7.19,31.403,5.069,11.163584,3.46,69.1596,0.134
0,EPC,0.008597883597883715,30.405,0,0,0,,0.833543,10.971223,,,0.04389,2.78,25.179,1.607,1.2113268,-0.79,18.979465,
0,EPD,-0.0028968713789108147,17.225,0.101600915,0.8646,1.777,1.78,1.2864257,9.010471,6.66,0.1018,0.15412,1.91,11.381,2.043,1.5121694,-2.23,8.423886,-0.148
0,EPR,-0.3726346433770015,21.509999999999998,0.17113636,34.2273,3.765,,2.7147038,18.90351,6.9,,0.075050004,1.14,36.671,0.26,0.58765775,-6.16,82.88461,
0,EPRT,0.06094182825484751,16.63,0.047248185,1.4677,0.91,0.92,12.883669,33.596493,,0.0484,0.33511,0.57,14.562,0.614,1.3150666,0.85,31.188923,0.306
0,EQR,-0.09716176214522021,52.05,0.04473332,0.77480006,2.34,2.41,7.133975,39.580154,3.16,0.0461,0.41636002,1.31,28.372,3.013,1.827506,4.34,17.208761,-0.156
0,ERF,-0.19538799717971045,1.915,0.046632126,,0.09,0.09,,1.6033058,2.93,0.0467,-1.04807,1.21,5.412,0.437,0.35846266,0.13,4.439359,
0,ES,0.06923976608187132,91.535,0.024225445,0.6318,2.205,2.27,3.6626415,23.561855,2.96,0.0249,0.13514,3.88,40.292,3.483,2.2689366,3.93,26.247486,7.019
0,ESI,0.1444241316270567,12.545,,0,,,1.7717401,13.178948,,,0.04394,0.95,8.667,0.3,1.4445599,2.74,41.733334,-0.2
0,ESNT,0.13762693746659527,42.629999999999995,0.014475835,0.1345,0.62,0.64,5.201635,8.759259,,0.0150999995,0.49615002,4.86,32.229,4.595,1.32086,-13.1,9.264419,-0.887
0,ESRT,-0.026986506746626615,6.49,0.06511628,3,0.42,0.42,2.7138588,64.899994,2.76,0.0651,0.039979998,0.1,6.232,0.136,1.0413992,,47.720585,
0,ESS,-0.08995090311247245,201.92000000000002,0.039352193,0.84610003,8.055,8.31,8.084315,49.519608,2.81,0.040599998,0.38511002,4.08,94.382,9.517,2.1406622,3.24,21.229378,-0.085
0,ET,-0.036800000000000055,6.005,0.19395867,2.3019,1.22,1.22,0.35142955,5.7333336,9.19,0.19399999,0.03036,1.05,7.353,0.522,0.8187134,-1.75,11.532567,-0.598
0,ETH,0.1916083916083915,17.065,0.04897959,2.4118,0.84,0.84,0.72376746,12.437957,3.37,0.049000002,0.01509,1.37,13.095,0.34,1.3012601,1.72,50.11765,
0,ETV,-0.004267425320056972,14.33,0.09520401,4.3881,1.33,1.33,64.51625,,8.96,0.0952,0.98191,,13.128,0.213,1.0664229,,65.7277,
0,EURN,-0.01736111111111116,8.510000000000002,0.17942858,0.4042,1.57,1.63,1.2563701,9.872092,6.63,0.1863,0.44616002,0.86,11.896,2.867,0.7136853,-0.25,2.9612834,
0,EV,0.5434836780463492,61.945,0.024338795,0.5976,1.5,1.5,4.161348,17.546741,2.92,0.024300002,0.16559,3.53,11.668,2.514,5.308536,4.28,24.638027,
0,EVA,0.09146810146041506,41.76,0.06440443,17.9,2.79,3.06,2.3201184,21.51515,7.41,0.0706,0.03545,1.98,13.544,0.119,3.1453042,,357.9832,
0,EVN,0.008849557522123908,12.54,0.0443299,1.1909,0.559,0.57,14.857561,,5.35,0.0454,0.55138,,13.495,0.465,0.9292331,,26.967741,
0,EVR,0.2430247305009512,78.41,0.0296903,0.4165,2.32,2.32,1.5942303,12.875206,2.37,0.0297,0.118240006,6.09,22.189,5.58,3.5337331,-4.5,14.051972,-0.31
0,EVRG,0.05880084827453258,55.2,0.03656744,0.73160005,1.99,2.02,2.486208,16.950617,3.03,0.037100002,0.12642999,3.24,37.685,2.76,1.4573437,2.61,19.89855,-0.045
0,EVTC,0.017751479289940697,36.165,0.005526389,0.1667,0.2,0.2,5.3423615,16.8,1.51,0.0055,0.18000999,2.15,3.908,1.2,9.242579,3.53,30.099998,-0.428
0,EW,0.019352526579859086,84.24,,0,,,12.275709,38.61086,,,0.17206,2.21,6.178,1.177,13.8119135,3.8,72.49787,
0,EXR,0.0666232436959151,117.375,0.031320687,1.0843,3.6,3.6,10.97074,36.04717,3.42,0.0313,0.31993,3.18,18.406,3.315,6.2278605,5.94,34.579185,-0.018
0,FAF,0.04072657743785846,54.5,0.032373425,0.3034,1.72,1.76,0.945254,12.628771,2.94,0.033099998,0.10045,4.31,40.938,5.672,1.3295716,4.41,9.596263,-0.086
0,FAM,-0.04609218436873752,9.825,0.09739583,94.5,0.935,0.96,10.968284,,8.68,0.1,0.01153,,10.924,0.01,0.8714757,,952.00006,
0,FBHS,0.0932655038759691,91.125,0.010243849,0.29680002,0.92,0.96,2.1845198,21.138174,1.31,0.0107,0.07614,4.27,17.82,3.099,5.0650954,3.13,29.125525,-0.158
0,FBK,-0.030387705204330984,27.740000000000002,0.01219075,0.156,0.34,0.36,3.5416164,12.504504,,0.012999999,0.18952999,2.22,25.084,2.172,1.1066816,,12.780848,0.224
0,FBM,0.14499349804941475,17.634999999999998,,0,,,0.36402935,15.313045,,,0.022160001,1.15,9.939,1.075,1.771808,1.69,16.381395,-0.328
0,FCF,0.026252983293555854,8.585,0.05041032,0.506,0.43,0.44,2.7119634,10.617285,2.87,0.051599998,0.26364002,0.81,10.981,0.83,0.783171,1.47,10.361446,-0.126
0,FCN,0.014699371291950758,114.57499999999999,,0,,,1.7416114,17.575153,,,0.080740005,6.52,41.414,5.118,2.7669384,1.43,22.389605,-0.254
0,FCPT,0.046021840873635034,23.295,0.044146787,1.1134,1.203,1.22,11.473215,23.32174,,0.0448,0.45599997,1.15,9.86,1.08,2.720081,,24.833332,0.033
0,FDP,0.05572224603514786,24.625,0.011272142,0.6042,0.28,0.2,0.27080643,13.171123,1.2,0.0081,0.0053899996,1.87,35.809,0.47,0.6878159,0.8,52.404255,-0.53
0,FDS,0.021325232351790957,340.08500000000004,0.008823356,0.30879998,2.98,3.08,8.634615,28.87415,1.09,0.0091,0.2496,11.76,23.066,9.65,14.721234,5.92,35.187565,-0.027
0,FE,0.07789115646258504,31.705,0.04919073,1.5555999,1.55,1.56,1.609167,12.049429,4.13,0.0495,0.0621,2.63,13.176,1.23,2.4051306,-4.79,25.764227,-0.01
0,FEDU,-0.08607863974495211,0.88625,0.48072287,0,0.399,,,2.8666666,,,-0.34232,0.3,2.273,0.074,0.3783546,,11.621622,
0,FF,-0.01580698835274541,11.765,0.02027027,0.092700005,0.24,0.24,2.7767127,14.787499,1.86,0.020299999,0.60739,0.8,8.457,2.588,1.3988413,,4.5710974,3.111
0,FFA,0.02605210420841675,15.629999999999999,0.07303011,1.7538,1.14,1.14,46.531075,,7.28,0.073,1.9419299,,15.396,0.641,0.9976617,,23.962559,
0,FFG,0.03741215378255469,50.230000000000004,0.03881188,0.5833,1.96,2,1.7135415,10.078313,2.95,0.0396,0.117,4.98,63.755,3.361,0.78723234,0.83,14.933055,-0.188
0,FHN,0.0724489795918366,10.52,0.054820415,0.62369996,0.58,0.6,3.47926,8.022902,2.79,0.056700002,0.17728001,1.31,14.959,0.931,0.7025871,1.3,11.288937,-0.515
0,FICO,0.042843859523639116,437.18,0,0,0,,10.349915,43.136093,,,0.18919,10.14,8.527,7.719,51.29588,3.13,56.66537,-0.001
0,FIS,-0.02553335590924488,143.95,0.009730331,,1.4,1.4,7.305456,21.474628,1.23,0.0097,0.00254,6.7,79.358,0.052,1.8130498,2.08,2766.923,-0.877
0,FIX,0.09298245614035094,56.19499999999999,0.0072579216,0.1188,0.41,0.42,0.7126461,18.878788,0.8,0.0074,0.04442,2.97,17.253,3.453,3.2498696,1.51,16.238054,0.634
0,FL,0.18512756689483512,38.114999999999995,0.030247718,0.6444,1.16,0.6,0.53689617,9.893507,2.8,0.0156,0.02619,3.85,23.019,1.834,1.6547201,-5.61,20.768812,-0.25
0,FLC,0.014993184915947255,22.369999999999997,0.06420428,2.3492,1.408,1.58,11.647838,,7.46,0.0722,0.30227,,19.629,0.58,1.138112,,38.517242,
0,FLO,0.032848232848232906,24.884999999999998,0.030861722,1.6383001,0.77,0.8,1.2339628,20.87395,3.35,0.0321,0.022939999,1.19,6.316,0.462,3.932869,2.45,53.76623,0.091
0,FLT,0.04852125693160825,204.345,,0,,,8.175035,19.545027,,,0.29884002,12.77,35.294,8.626,7.0717406,2.79,28.934614,-0.394
0,FMN,0.020999275887038316,14.055,0.04257143,5,0.596,0.65,14.139519,,5.21,0.0463,0.15618,,14.703,0.129,0.958988,,109.30234,
0,FMS,-0.0035629453681710332,44.144999999999996,0.029881442,0,1.235,0.72,,10.383663,,0.0173,0.07253,4.04,21.2925,3.692,1.9701774,1.07,11.362406,0.383
0,FMX,0.013530135301353052,57.735,0.0023797206,0.8761,0.138,1.4,,19.753424,1.59,0.0242,0.01633,2.92,33.93,2.28,1.6999705,5.29,25.298246,
0,FMY,-0.0029761904761904656,13.825,0.053932585,3,0.72,0.72,24.87588,,5.79,0.0539,0.44451,,14.519,0.239,0.92294234,,56.067783,
0,FN,-0.01406469760900142,68.84,,0,,,1.4119546,13.957965,,,0.069120005,4.52,26.531,3.01,2.3779728,1.69,20.960133,-0.15
0,FNB,-0.0234375,7.525,0.06469002,0.4898,0.48,0.48,2.1598904,9.375,4.07,0.0647,0.29315,0.8,15.015,0.98,0.49950048,0.79,7.653061,-0.116
0,FND,0.21110953260406307,81.36500000000001,,0,,,4.281644,54.299362,,,0.07039,1.57,8.246,1.38,10.338346,2.93,61.775364,-0.266
0,FNF,0.01578627808136024,33.315,0.039168425,0.54330003,1.3,1.32,1.1298469,8.323383,2.84,0.0398,0.09696,4.02,21.794,3.016,1.5352849,1.03,11.094164,0.162
0,FNV,-0.03871012101210114,141.265,0.007192196,0.9018,1.01,1.04,28.751993,121.57391,1.21,0.0074,0.22708,1.15,26.604,1.114,5.2552247,8.52,125.50269,0.475
0,FOR,0.014021312394840058,18.14,,0,,,1.0588874,14.349206,,,0.059959996,1.26,17.609,1.057,1.0267477,7.87,17.105013,0.464
0,FR,0.011855794822163146,32.44,0.022705771,0.48479998,0.96,1,12.159854,50.385544,2.54,0.023699999,0.57480997,0.83,13.827,1.978,3.0245173,4.31,21.142567,-0.104
0,FRA,0.004344048653345034,11.65,0.06913156,1.8386,0.804,0.95,9.390768,,5.97,0.0813,0.33249,,12.972,0.402,0.8911502,,28.75622,
0,FRC,0.10695887540382443,124.06,0.0062888074,0.1453,0.79,0.8,6.0914073,21.896374,0.75,0.0064,0.28332,5.79,56.332,5.6,2.2505858,2.42,22.639286,0.248
0,FRT,-0.08185185185185184,74.86,0.05513258,1.1699,4.2,4.24,6.4297113,33.651585,3.22,0.0557,0.31786,2.21,30.07,3.574,2.4732292,6.27,20.808619,-0.87
0,FSM,-0.00721500721500723,6.865,,0,,,5.7032576,20.848484,,,0.00504,0.33,3.761,0.001,1.8293008,,6880.0,
0,FSS,-0.012602394454946375,31.39,0.01019433,0.1916,0.32,0.32,1.6056237,17.032608,1.44,0.010199999,0.08733,1.84,10.847,1.672,2.8892782,1.13,18.744019,-0.348
0,FT,-0.004267425320056972,6.88,0.055078685,0.6508,0.385,0.38,11.37345,,5.99,0.054899998,0.97773004,,8.365,0.602,0.8368201,,11.627907,
0,FTAI,0.09137709137709149,18.345,0.07760141,0.97059995,1.32,1.32,2.786107,16.96,8.3,0.0776,0.38612998,1,14.281,2.216,1.1875918,9.77,7.653429,
0,FTS,0.03864491844416551,40.695,0.031034483,0.7104,1.278,1.52,,15.858238,3.32,0.0369,0.14425999,2.61,25.306,1.726,1.6355805,,23.9803,-0.605
0,FTV,0.08115942028985512,67.5,0.0041530705,0.1958,0.28,0.28,3.1664517,28.092049,,0.0042,0.08,2.39,21.945,1.479,3.0594668,-6.67,45.39554,-0.255
0,FUL,0.010564811052417689,49.775,0.013075991,0.2919,0.647,0.65,0.93516594,15.351852,1.28,0.013099999,0.04191,3.24,25.391,2.21,1.9589618,2.34,22.506788,-0.163
0,G,-0.019152196118488285,38.629999999999995,0.009412069,0.22389999,0.365,0.39,2.0059862,16.7,,0.01,0.0871,2.3,8.707,1.629,4.411393,2.36,23.578884,-0.157
0,GATX,0.04438049076037576,79.22,0.027381297,0.3456,1.88,1.92,1.7350276,16.858189,2.74,0.027999999,0.13465999,4.09,53.638,5.264,1.2854692,1.37,13.098404,-0.422
0,GBL,-0.0637181409295352,18.645,0.006573541,0.0356,0.08,0.08,1.193417,4.541818,0.45,0.0066000004,0.20966999,2.75,2.874,2.25,4.345859,,5.551111,-0.53
0,GBX,0.17063770147161872,33.58,0.030906387,0.4111,1.04,1.08,0.3558742,26.728,2.67,0.0321,0.027420001,1.25,39.486,2.527,0.8461227,2.29,13.221211,0.821
0,GCP,-0.0717147435897435,23.175,,0,,,1.8039278,27.915663,,,0.02358,0.83,7.03,0.304,3.2958748,,76.21711,
0,GCV,0.04339622641509444,5.665,0.08679927,0.6667,0.48,0.48,31.106712,,,0.086,2.64415,,5.386,0.441,1.026736,,12.539682,
0,GDOT,0.2043795620437956,59.2,,0,,,2.779287,27.37668,,,0.043759998,2.23,18.842,0.965,3.240102,8.25,63.264248,-0.905
0,GEF,0.13888888888888884,45.94,0.04124678,0.80730003,1.76,1.76,0.46945226,12.058824,4.05,0.041199997,0.02822,3.57,23.556,2.675,1.8275598,1.35,16.093458,-0.67
0,GEN,-0.19047619047619047,0.5179,,0,,,0.019922702,-1.28675,,,0.010729999,-0.4,-6.781,0.245,,-0.08,2.1008162,
0,GF,0.03921568627450989,17.165,0.031646308,0.0641,0.544,0.14,125.426094,,,0.0081,15.51947,,17.866,2.164,0.9789545,,8.082254,-0.935
0,GFF,0.10037348272642377,23.645,0.012197125,0.2633,0.297,0.3,0.5700008,14.73125,1.38,0.0123000005,0.021300001,1.6,12.19,1.124,1.9335521,0.62,20.969751,0.606
0,GFI,-0.005608974358974339,12.475,0.012872842,0.3466,0.164,0.19,3.3128898,51.708332,1.32,0.015,0.07377,0.24,3.209,0.287,3.8672483,,43.240417,1.206
0,GGB,0.07978723404255317,4.055,0.024875622,0.2601,0.1,0.02,,22.555553,1.51,0.0061000003,0.024500001,0.18,4.106,0.083,0.9887969,189.17,48.915665,-0.147
0,GGG,0.1239286938635582,65.71000000000001,0.010508553,0.4268,0.685,0.7,7.0374036,35.25269,1.34,0.0107,0.17422001,1.86,6.161,1.57,10.642754,5.06,41.764328,-0.673
0,GHC,-0.024900114155251174,380.45000000000005,0.013734403,0.17459999,5.68,5.8,0.71823806,14.591104,1.05,0.0139999995,0.06048,28.1,627.258,32.859,0.6536545,0.87,12.4778595,-0.67
0,GHG,0.04150943396226414,13.475,,0.66010004,,0.55,,16.626507,,0.041500002,0.28465,0.83,2.586,0.52,5.336427,89.25,26.538464,-0.188
0,GHL,0.20600500417014178,11.24,0.0135685215,0.47619998,0.2,0.2,0.9483144,13.514018,4.77,0.0136,0.057129998,1.07,0.713,0.766,20.280504,-0.28,18.877285,
0,GIB,-0.00976169968418017,72.445,,0,,,,19.485876,,,0.097559996,3.54,18.03,2.969,3.825846,3.27,23.233412,-0.157
0,GIS,-0.004151365160466325,62.21,0.03125997,0.5241,1.96,2.04,2.1196737,16.90244,3.54,0.032899998,0.12783,3.69,13.814,3.741,4.5149846,3.39,16.672012,0.227
0,GL,-0.005376986497789504,83.28,0.008326294,0.1084,0.69,0.75,1.9308671,10.938239,0.79,0.0091,0.15843001,7.61,67.431,6.83,1.234447,1.82,12.187408,-0.072
0,GLOB,0.1711176470588236,198.44,,0,,,10.790196,64.016075,,,0.07086,3.11,20.651,1.349,9.640696,0.83,147.58339,-0.251
0,GLP,0.1588330632090762,14.325,0.13064738,0.77839994,1.897,1.83,0.04560713,17.654322,12.32,0.12640001,0.00868,0.81,13.085,2.506,1.0928544,0.31,5.706305,4.364
0,GLW,0.09765990639625599,35.019999999999996,0.02402746,6,0.84,0.88,2.5039036,19.436464,2.43,0.0255,0.01887,1.81,12.845,0.136,2.7388089,21.28,258.67645,
0,GM,0.11499999999999999,33.47,0.034980055,1.0857,1.14,,0.4134377,7.3194747,4.35,,0.0146200005,4.57,28.074,1.058,1.191494,6.9,31.616259,
0,GMS,0.09682668836452413,26.95,,0,,,0.36041862,8.37267,,,0.00806,3.22,15.979,0.605,1.6872144,0.82,44.56198,0.097
0,GNE,0.01396973224679865,8.35,0.035674468,0.70449996,0.32,0.34,0.6535073,18.934782,3.99,0.0379,0.038429998,0.46,2.956,0.43,2.9465494,,20.255814,
0,GNRC,0.1663772337684164,207.44,,0,,,5.9026847,31.983103,,,0.11549,6.51,17.483,3.986,11.909284,5.36,52.235325,0.068
0,GOLF,0.0023108030040439598,34.785,0.016861958,0.7564,0.59,0.62,1.7253646,22.828949,,0.0179,0.03938,1.52,12.092,0.78,2.8696659,9.64,44.487183,-0.94
0,GOOS,0.39634630659253367,35.2,,0,,,,54.9375,,,0.14347,0.64,1.923,0.683,18.283932,2.74,51.478767,
0,GPI,0.3993314763231197,126.785,0.0046618204,0.1107,0.59,,0.20744844,8.02492,1.41,,0.01322,15.65,69.14,7.867,1.8164593,-2.54,15.964153,-0.386
0,GPN,0.027268507774425466,177.2,0.0044313143,0.4648,0.78,0.78,7.9445143,22.215809,0.08,0.0044,0.05678,7.97,91.65,1.394,1.9319148,1.64,127.01578,-0.69
0,GPX,0.06167846309403435,11.675,,0,,,0.33889633,22.340425,,,0.01841,0.47,11.878,0.572,0.8839872,10.4,18.356642,
0,GRA,0.07955077211043515,47.69,0.023974763,1.2667,1.14,1.2,1.6824273,11.506233,,0.0274,0.03311,4.01,5.217,0.899,8.844163,1.73,51.323692,
0,GRAM,-0.16595744680851066,2.135,0.0068292688,0,0.014,,,1.4961833,,,-0.25688,1.31,5.99,0.315,0.32721204,,6.2222223,
0,GRC,0.03797865662272448,35.9,0.017346317,0.5089,0.57,0.58,2.3299632,21.474026,1.57,0.0177,0.07891,1.54,12.009,1.12,2.753768,1.79,29.526785,-0.462
0,GS,-0.02242343794443913,206.05,0.023969319,0.3797,5,5,1.9092598,8.919118,1.59,0.023699999,0.14477,23.12,229.831,18.038,0.89722455,2.17,11.431977,-0.846
0,GSH,-0.07264957264957261,9.190000000000001,0.0013986015,,0.012,0.42,,289.33334,2.57,0.0493,-0.03402,0.03,31.15,1.15,0.27865168,,7.5478263,
0,GTES,0.05846422338568935,12.14,,0,,,1.2783654,15.1625,,,0.02468,0.8,8.589,0.235,1.4122716,-42.82,51.617023,
0,GTS,0.07578947368421063,17.775,,0,,,0.13979098,6.1939397,,,0.01302,3.3,42.381,1.941,0.4822916,,10.530655,0.41
0,GWW,0.07110142984807877,383.735,0.014935823,0.5022,5.76,6.12,1.7664107,21.438793,2.04,0.0159,0.05356,17.89,36.008,11.429,10.651523,4.34,33.55849,-0.562
0,H,-0.07801300216702778,55.43,0.010543537,0.2348,0.58,,3.1401274,-30.899443,,,0.16041,-1.79,34.506,2.689,1.6029097,-3.52,20.568987,
0,HAE,0.04747012174690046,94.14500000000001,,0,,,5.0280633,25.763735,,,0.10103,3.64,12.01,1.853,7.8084927,3.24,50.60982,
0,HASI,0.13622754491017974,45.89,0.02937976,1.0075,1.35,1.36,37.808285,29.192308,5.5,0.0296,1.02015,1.56,14.566,1.321,3.126459,7.42,34.473885,-0.057
0,HBB,0.06805019305019311,21.445,0.01703739,0.16139999,0.36,0.38,0.51278293,10.059091,,0.018,0.04843,2.2,4.511,2.181,4.9057856,,10.146721,
0,HBI,0.11615833874107717,17.16,0.034602076,0.41669998,0.6,0.6,0.8973743,10.617285,3.05,0.0346,0.07843,1.62,3.101,1.448,5.546598,5.82,11.878454,0.078
0,HCA,-0.014082451659978124,131.655,0.008926628,0.1269,1.23,,0.91084063,11.608247,,,0.06667,11.64,-5.285,9.689,,1.2,13.945711,0.378
0,HCC,-0.09982279976373298,15.16,0.0130293155,0.13069999,0.2,0.2,0.86982036,6.29752,,0.0128999995,0.08853,2.42,15.141,1.521,1.0065385,-5.8,10.019724,
0,HCI,-0.15808426359380634,47.325,0.034064297,0.5714,1.6,1.6,1.4398354,13.958209,3.51,0.0341,0.083950005,3.35,23.747,2.792,1.9690908,1.02,16.74785,0.183
0,HD,0.06675072313283392,287.33000000000004,0.020379772,0.5233,5.86,6,2.7139869,24.112322,2.1,0.0209,0.09912,11.93,-0.385,10.918,,4.3,26.347317,0.245
0,HDB,0.11776447105788423,56.075,0.0034296028,0,0.19,,,22.222223,,,0.39843,2.52,3.0875,0.5175,18.137651,1.06,108.21256,0.22
